date,symbol,open,high,low,close,adj_close,volume
2020-01-01,AAA,101.19464671098324,102.24377221711288,100.53624206490072,101.58284184964891,101.58284184964891,10036391
2020-01-01,BBB,98.65766790185857,99.02453979509806,97.91615002405645,98.28162354545205,98.28162354545205,9229670
2020-01-01,CCC,101.69404248724747,101.95076133391633,101.43198541271897,101.68869074933401,101.68869074933401,7582902
2020-01-01,DDD,99.69510978035655,100.18274053217917,99.35419176271486,99.84132252452787,99.84132252452787,12536909
2020-01-01,EEE,98.73094386305976,99.3897251623289,98.08749863017887,98.74618062902564,98.74618062902564,8222243
2020-01-01,FFF,98.41714919631586,98.9042466300259,97.40582627172458,97.8903162434074,97.8903162434074,12455489
2020-01-01,GGG,101.17988668018378,101.44585865062717,101.14496697598202,101.41085923203302,101.41085923203302,15671394
2020-01-01,HHH,97.38824301449785,98.01484175543617,97.03547207836313,97.66108250858996,97.66108250858996,21988182
2020-01-02,AAA,100.24647291348667,100.81775647779635,99.46177964893849,100.03184006579285,100.03184006579285,7701733
2020-01-02,BBB,92.99128508270411,93.34897825789797,92.53404585001071,92.89135464039717,92.89135464039717,7276882
2020-01-02,CCC,102.03314400461004,102.23250159229462,101.63305191259866,101.83201652710649,101.83201652710649,11358708
2020-01-02,DDD,98.45203570285221,99.28964831218511,97.91572842764015,98.75170859988107,98.75170859988107,8330878
2020-01-02,EEE,96.54657313534483,97.23759288324207,95.81359809560446,96.50431538908806,96.50431538908806,15939703
2020-01-02,FFF,97.05458187856803,97.07406115495559,96.79583223166588,96.81526347580991,96.81526347580991,7674056
2020-01-02,GGG,102.91149211032506,103.41260636872168,101.54631652230745,102.04320275751459,102.04320275751459,9559811
2020-01-02,HHH,96.43168645778213,97.06683441365495,95.49630635177667,96.1294637155109,96.1294637155109,18361587
2020-01-03,AAA,97.18755020713026,97.71633025229364,96.66740498384304,97.19613906168182,97.19613906168182,8184824
2020-01-03,BBB,92.59043193887437,93.13324784621243,91.69986682088674,92.24063200913567,92.24063200913567,5145272
2020-01-03,CCC,103.72119308774651,103.97506118483254,103.25493530417374,103.50828228055278,103.50828228055278,12633435
2020-01-03,DDD,98.90973685841074,99.6260374298645,98.38927000613211,99.10454548706421,99.10454548706421,16205524
2020-01-03,EEE,96.46900458188546,96.64402965933604,96.09507322197535,96.2697367650115,96.2697367650115,14664796
2020-01-03,FFF,102.12929021460346,102.43022734166351,101.92390497369522,102.22465032854247,102.22465032854247,8503816
2020-01-03,GGG,98.49504602124826,98.78920963936238,98.08572060262908,98.37953925019839,98.37953925019839,7688784
2020-01-03,HHH,94.90945630941859,95.95821422675806,94.35631646708951,95.40220261983303,95.40220261983303,20697869
2020-01-06,AAA,98.83568024671288,99.0038843257024,98.04526159348607,98.21240494777219,98.21240494777219,7879663
2020-01-06,BBB,93.52309619024,93.82129567137365,93.24907396956162,93.54720281839109,93.54720281839109,7648326
2020-01-06,CCC,100.42838366658516,100.87610607578482,100.30030790674296,100.7476231915497,100.7476231915497,13493677
2020-01-06,DDD,99.83536693111003,100.74501674142158,99.1660598288814,100.07410908595465,100.07410908595465,16061789
2020-01-06,EEE,97.06688680981999,98.02395464670033,96.42021632932241,97.37522994964198,97.37522994964198,12643016
2020-01-06,FFF,100.32585658608323,101.22290937071855,99.88907983148192,100.78413745318875,100.78413745318875,8746708
2020-01-06,GGG,96.50508122244874,97.48436931360253,95.90051549499594,96.87747071495187,96.87747071495187,18941330
2020-01-06,HHH,96.72735117489114,96.97153947730304,96.55119441382026,96.79525904458981,96.79525904458981,25515136
2020-01-07,AAA,96.1621131135579,97.31491008382324,95.7458010141502,96.89542328404023,96.89542328404023,13478385
2020-01-07,BBB,96.18037586870499,96.61258394726003,95.60007387337285,96.03161345467419,96.03161345467419,5611542
2020-01-07,CCC,103.3178412712976,104.055598410331,102.66413808087441,103.4013667451731,103.4013667451731,8686166
2020-01-07,DDD,100.86043697758755,101.16786411315834,100.47564995724308,100.78284057550005,100.78284057550005,11443594
2020-01-07,EEE,96.53748131139426,96.98823690222035,96.1164007479993,96.56702746338594,96.56702746338594,15006958
2020-01-07,FFF,100.97855853347865,101.64988623549935,100.39488505125755,101.06570900850338,101.06570900850338,9252647
2020-01-07,GGG,93.41844752548369,94.069051528246,93.18543947708002,93.83500448671886,93.83500448671886,20314832
2020-01-07,HHH,98.37457803964533,99.04842357061194,97.8509369787738,98.5239872150548,98.5239872150548,25319155
2020-01-08,AAA,94.2246641047789,94.77836307913972,93.92143846836856,94.47433397681566,94.47433397681566,11222963
2020-01-08,BBB,97.38138065757248,98.13665288210902,96.11703269973196,96.86832576410379,96.86832576410379,8173853
2020-01-08,CCC,104.71556060148468,104.89432151666834,103.82781458131801,104.00536311170896,104.00536311170896,9000648
2020-01-08,DDD,101.81029679696553,101.82730711520628,101.45201147535717,101.46896476433189,101.46896476433189,12567780
2020-01-08,EEE,96.9735562726196,97.61607008513224,96.1016856383251,96.74266967474246,96.74266967474246,12812306
2020-01-08,FFF,98.96467552570377,99.81857458343178,97.97022822406467,98.82290403173431,98.82290403173431,17711572
2020-01-08,GGG,97.15944290667603,97.49615675415365,96.66977773590072,97.00595967492004,97.00595967492004,13944749
2020-01-08,HHH,96.02442751312564,96.43671896024797,95.52098051085325,95.93287888386081,95.93287888386081,13452579
2020-01-09,AAA,96.09157177828307,96.38064266781966,95.6190643242712,95.90758171916647,95.90758171916647,12957876
2020-01-09,BBB,99.72171326108433,100.48915550586315,99.37343241441656,100.1394158214296,100.1394158214296,8943408
2020-01-09,CCC,106.37602515447855,107.14955506560561,105.78128867004895,106.55382452474038,106.55382452474038,10607396
2020-01-09,DDD,104.27844589322093,104.65347976668164,103.57410833678256,103.9479536060062,103.9479536060062,15567726
2020-01-09,EEE,98.01437632192133,98.451960680714,97.64777546507767,98.08509531528969,98.08509531528969,13814302
2020-01-09,FFF,99.80118417965657,100.11871231326013,99.45549339323743,99.7729316383614,99.7729316383614,8486334
2020-01-09,GGG,101.72704022385234,101.9948655027748,101.51677158855217,101.78447814394698,101.78447814394698,23911196
2020-01-09,HHH,96.15322208475351,96.86840722641452,95.60172753719667,96.31597917247579,96.31597917247579,19943575
2020-01-10,AAA,95.46714758122982,95.85213066216738,95.06062947933557,95.44552536601584,95.44552536601584,12889984
2020-01-10,BBB,99.72064307227039,100.44721349043415,99.48509856174634,100.21051188838963,100.21051188838963,6456393
2020-01-10,CCC,104.2679208779185,104.74650011644886,103.85327768171945,104.33160367229797,104.33160367229797,8110825
2020-01-10,DDD,102.79096460642907,103.39195009918078,102.15520547516002,102.75598646202513,102.75598646202513,17682536
2020-01-10,EEE,98.53562373293465,98.96346598585691,98.04708319617633,98.4746607474601,98.4746607474601,21210109
2020-01-10,FFF,99.62937050625723,100.14799719780763,98.98269641942208,99.50065306457364,99.50065306457364,14228964
2020-01-10,GGG,103.11860803094925,104.2246978809187,102.36083500158061,103.46438389768132,103.46438389768132,16723456
2020-01-10,HHH,97.44280717056327,97.83863588153406,97.0250548620125,97.42079415248296,97.42079415248296,19099126
2020-01-13,AAA,95.9425897778449,96.47167316717481,95.2693501782013,95.79763419793215,95.79763419793215,8097573
2020-01-13,BBB,103.316901193537,104.08390818852047,102.69159194298695,103.45774649400181,103.45774649400181,8118333
2020-01-13,CCC,104.55462364020877,104.68157729556216,104.05216265482564,104.17865980254876,104.17865980254876,19899114
2020-01-13,DDD,106.18585202744505,107.11929011310372,105.38523800392397,106.31768212454449,106.31768212454449,17289925
